impression	impresión
climb	suba
climb	subir
climb	escalada
climb	escale
climb	ascenso
climb	escala
climb	suben
climb	sube
climb	escalas
climb	subimos
climb	subes
climb	subo
climb	escalan
witnesses	testigos
thames	támesis
anybody	cualquiera
bots	robots
slovak	eslovaco
slovak	eslovaca
skull	cráneo
skull	calavera
missionaries	misioneros
myth	mito
myth	mitos
fees	honorarios
fees	tasas
fees	tarifas
fees	tasa
bet	apuesto
bet	apostada
bet	apostamos
bet	apostados
bet	apostaron
bet	apostadas
bet	apostaba
bet	apostó
bet	apostar
bet	apostaban
bet	apostado
bet	apuestan
bet	apuesta
bet	apuestas
monks	monjes
monks	monje
dancers	bailarinas
dancers	bailarines
quantity	cantidad
inventor	inventores
graves	grava
graves	tumba
graves	tumbas
graves	fosas
proximity	cercanía
proximity	proximidad
armament	armamentos
armament	armamento
barrier	barrera
creatures	criaturas
silence	silencio
silence	silencia
silence	silenciar
plateau	meseta
plateau	altiplano
precedent	precedentes
precedent	precedente
zones	zonas
intensity	intensidad
exterior	exteriores
murders	homicidios
murders	asesinatos
paragraphs	apartados
paragraphs	aparta
paragraphs	párrafos
costume	traen
costume	disfraz
costume	traer
costume	disfraces
costume	trae
costume	traemos
costume	vestuario
costume	disfrazar
costume	traje
costume	disfraza
costume	traes
costume	disfrazan
costume	traiga
costume	traigo
costume	traigan
bike	bici
bike	bicicleta
bike	bicicletas
bike	moto
neighborhoods	vecindarios
neighborhoods	barrios
imprisonment	encarcelamiento
tin	estaño
tin	hojalata
cameras	cámaras
cameras	camara
ammunition	munición
ammunition	municiones
fires	incendios
fires	fuegos
builder	constructor
bullet	bala
bullet	balar
bullet	bale
bullet	balas
bullet	balan
bullet	balazo
bullet	balad
subway	subte
subway	subterráneo
subway	metro
arrow	flecha
arrow	flechas
economist	economistas
economist	economista
bread	pan
strategies	estrategias
rubber	goma
rubber	caucho
rubber	gomas
rifles	fusil
rifles	fusiles
governorate	gobernación
nest	nido
nest	nidos
ancestry	ascendencia
audiences	audiencias
audiences	públicos
audiences	público
bonds	bonos
bonds	lazos
kilometres	kilómetros
pump	bomba
prey	presa
prey	presas
mathematician	matemático
diary	diario
diary	agenda
inscription	inscripción
lebanese	libaneses
lebanese	libanés
lebanese	libanesa
lebanese	líbano
researcher	investigadora
researcher	investigador
demonstration	demostración
demonstration	demostraciones
demonstration	manifestación
equality	igualdad
philosophers	filósofos
trap	trampa
invitation	invitación
expertise	experiencia
expertise	peritaje
expertise	pericia
admission	admisión
certification	certificación
certification	titulación
certification	certificaciones
submarines	submarinos
governance	gobierno
governance	gobernabilidad
governance	gobernanza
governance	gobernación
frog	rana
frog	sapo
tracking	rastreando
tracking	rastreo
tracking	seguimiento
spa	balneario
spa	balnearios
publicity	publicidad
watts	vatios
fever	fiebre
melody	melodía
supporter	partidario
surnames	apellidos
swift	veloz
tuesday	martes
silly	tonta
silly	tonto
empress	emperatriz
capabilities	capacidad
capabilities	capacidades
scales	escamas
scales	escala
scales	escama
scales	escalas
scales	balanzas
scales	balanza
clergy	clero
clergy	clérigos
bee	abeja
holders	poseedores
holders	tenedores
holders	titulares
