impression	impresión
climb	suba
climb	subir
climb	escalada
climb	escale
climb	ascenso
climb	escala
climb	suben
climb	sube
climb	escalas
climb	subimos
climb	subes
climb	subo
climb	escalan
witnesses	testigos
thames	támesis
anybody	cualquiera
bots	robots
slovak	eslovaco
slovak	eslovaca
skull	cráneo
skull	calavera
missionaries	misioneros
myth	mito
myth	mitos
fees	honorarios
fees	tasas
fees	tarifas
fees	tasa
bet	apuesto
bet	apostada
bet	apostamos
bet	apostados
bet	apostaron
bet	apostadas
bet	apostaba
bet	apostó
bet	apostar
bet	apostaban
bet	apostado
bet	apuestan
bet	apuesta
bet	apuestas
monks	monjes
monks	monje
dancers	bailarinas
dancers	bailarines
quantity	cantidad
inventor	inventores
graves	grava
graves	tumba
graves	tumbas
graves	fosas
proximity	cercanía
proximity	proximidad
armament	armamentos
armament	armamento
barrier	barrera
creatures	criaturas
silence	silencio
silence	silencia
silence	silenciar
plateau	meseta
plateau	altiplano
precedent	precedentes
precedent	precedente
zones	zonas
intensity	intensidad
exterior	exteriores
murders	homicidios
murders	asesinatos
paragraphs	apartados
paragraphs	aparta
paragraphs	párrafos
costume	traen
costume	disfraz
costume	traer
costume	disfraces
costume	trae
costume	traemos
costume	vestuario
costume	disfrazar
costume	traje
costume	disfraza
costume	traes
costume	disfrazan
costume	traiga
costume	traigo
costume	traigan
bike	bici
bike	bicicleta
bike	bicicletas
bike	moto
neighborhoods	vecindarios
neighborhoods	barrios
imprisonment	encarcelamiento
tin	estaño
tin	hojalata
cameras	cámaras
cameras	camara
ammunition	munición
ammunition	municiones
fires	incendios
fires	fuegos
builder	constructor
bullet	bala
bullet	balar
bullet	bale
bullet	balas
bullet	balan
bullet	balazo
bullet	balad
subway	subte
subway	subterráneo
subway	metro
arrow	flecha
arrow	flechas
economist	economistas
economist	economista
bread	pan
strategies	estrategias
rubber	goma
rubber	caucho
rubber	gomas
rifles	fusil
rifles	fusiles
governorate	gobernación
nest	nido
nest	nidos
ancestry	ascendencia
audiences	audiencias
audiences	públicos
audiences	público
bonds	bonos
bonds	lazos
kilometres	kilómetros
pump	bomba
prey	presa
prey	presas
mathematician	matemático
diary	diario
diary	agenda
inscription	inscripción
lebanese	libaneses
lebanese	libanés
lebanese	libanesa
lebanese	líbano
researcher	investigadora
researcher	investigador
demonstration	demostración
demonstration	demostraciones
demonstration	manifestación
equality	igualdad
philosophers	filósofos
trap	trampa
invitation	invitación
expertise	experiencia
expertise	peritaje
expertise	pericia
admission	admisión
certification	certificación
certification	titulación
certification	certificaciones
submarines	submarinos
governance	gobierno
governance	gobernabilidad
governance	gobernanza
governance	gobernación
frog	rana
frog	sapo
tracking	rastreando
tracking	rastreo
tracking	seguimiento
spa	balneario
spa	balnearios
publicity	publicidad
watts	vatios
fever	fiebre
melody	melodía
supporter	partidario
surnames	apellidos
swift	veloz
tuesday	martes
silly	tonta
silly	tonto
empress	emperatriz
capabilities	capacidad
capabilities	capacidades
scales	escamas
scales	escala
scales	escama
scales	escalas
scales	balanzas
scales	balanza
clergy	clero
clergy	clérigos
bee	abeja
holders	poseedores
holders	tenedores
holders	titulares
discover	descubrir
discover	descubrimos
discover	descubran
discover	descubro
discover	descubren
discover	descubre
discover	descubra
discover	descubres
relocated	trasladó
relocated	trasladadas
relocated	trasladé
relocated	trasladaba
relocated	trasladado
relocated	trasladada
relocated	trasladaban
relocated	trasladaron
relocated	trasladados
relocated	trasladamos
recognize	reconozco
recognize	reconocer
recognize	reconocemos
recognize	reconozca
recognize	reconozcan
recognize	reconoce
recognize	reconocen
recognize	reconoces
arguing	discutiendo
fled	huido
fled	huyeron
fled	huía
fled	huidas
fled	huida
fled	huían
fled	huyó
fled	huidos
relegated	relegadas
relegated	relegaron
relegated	relegada
relegated	relegó
relegated	relegados
relegated	relegado
pictured	imaginado
pictured	imaginaban
pictured	imaginaron
pictured	imaginadas
pictured	imaginó
pictured	imaginados
pictured	imaginé
pictured	imaginada
pictured	imaginamos
pictured	imaginaba
recurring	recurrentes
recurring	recurrente
challenged	desafiado
challenged	desafiaban
challenged	desafió
challenged	desafiaba
challenged	desafiaron
challenged	desafiada
fallen	caídas
fallen	caido
fallen	caído
fallen	caída
fallen	caídos
opposing	oponerse
opposing	opuestas
opposing	oponiéndose
completing	completando
completing	completar
arriving	llegar
arriving	llegando
tested	probada
tested	probado
tested	probados
renowned	renombrada
renowned	renombrado
specified	especificado
specified	especificada
specified	especificó
specified	especificaban
specified	especificados
specified	especificaron
specified	especificaba
specified	especificadas
perceived	percibían
perceived	percibía
perceived	percibimos
perceived	percibieron
perceived	percibida
perceived	percibió
perceived	percibidos
perceived	percibido
perceived	percibidas
expanding	ampliando
expanding	expansión
expanding	expandiendo
housed	alojada
housed	nos
housed	alojados
housed	alojadas
housed	me
housed	te
housed	se
housed	alojado
housed	os
earning	ganando
grows	crece
enters	entra
burned	quemado
burned	quemaron
burned	quemada
burned	quemó
burned	quemaban
burned	quemados
burned	quemaba
burned	quemadas
compiled	recopilados
compiled	recopilaron
compiled	compilada
compiled	recopiló
compiled	compilaba
compiled	recopiladas
compiled	recopilaban
compiled	recopilaba
compiled	compilaron
compiled	compiladas
compiled	compilado
compiled	recopilado
compiled	recopilada
compiled	compilados
compiled	compiló
torpedo	torpedo
torpedo	torpedos
supplied	suministraba
supplied	suministró
supplied	suministraron
supplied	suministradas
supplied	suministraban
supplied	suministrada
supplied	suministrado
supplied	suministrados
surprised	sorprendidos
surprised	sorprendió
surprised	sorprendieron
surprised	sorprendía
surprised	sorprendido
surprised	sorprendida
surprised	sorprendidas
sit	nos
sit	os
sit	me
sit	te
sit	sentarse
sit	se
indicating	indicando
eating	comer
eating	comiendo
saving	guardando
saving	ahorrando
saving	ahorrar
saving	ahorro
worn	usado
worn	usadas
worn	usada
worn	usados
maintaining	manteniendo
upcoming	próximo
upcoming	próximas
upcoming	próximos
upcoming	próximamente
arrives	llega
hammer	martillo
hammer	hammer
recommend	recomendado
recommend	recomiende
recommend	recomendar
recommend	recomendamos
recommend	recomiendo
recommend	recomiendan
recommend	recomienda
handling	manipulación
handling	manejando
handling	manejo
collect	recoja
collect	recogen
collect	recopilan
collect	recoger
collect	coleccionar
collect	recojo
collect	colecciona
collect	recopilar
collect	recojan
collect	recopila
collect	recoge
secured	aseguraba
secured	aseguró
secured	aseguraban
secured	asegurada
secured	aseguraron
secured	aseguradas
secured	asegurados
secured	aseguramos
secured	asegurado
pushing	empujando
pushing	empujar
breeding	reproducción
breeding	reproductores
breeding	cría
breeding	crianza
ignored	ignorada
ignored	ignoró
ignored	ignorados
ignored	ignorado
ignored	ignoradas
ignored	ignoraba
ignored	ignoraron
ignored	ignoraban
ignored	ignoramos
enjoy	disfruten
enjoy	disfrutar
enjoy	enjoy
enjoy	disfrutan
enjoy	disfrutamos
enjoy	disfruta
enjoy	disfrute
enjoy	disfruto
flew	volaban
flew	volaba
flew	voló
flew	volaron
involve	implican
involve	involucro
involve	involucrar
involve	involucren
involve	impliquen
involve	implique
involve	involucre
involve	involucra
involve	involucran
involve	implica
involve	implicar
escaped	escapadas
escaped	escapado
escaped	escapó
escaped	escapada
escaped	escapados
escaped	escaparon
escaped	escapaban
escaped	escapaba
escaped	escapo
kills	mata
requiring	requiriendo
sending	enviando
traveling	viajar
traveling	viajando
reformed	reformaron
reformed	reformado
reformed	reformó
reformed	reformadas
reformed	reformada
reformed	reformados
solve	resuelva
solve	resolvemos
solve	resolverlo
solve	resuelve
solve	resolver
solve	solucionan
solve	resuelvan
solve	resuelven
solve	solucionar
solve	solucione
solve	soluciona
solve	solucionen
pronounced	pronunciaba
pronounced	pronunciado
pronounced	pronunciaron
pronounced	pronunciaban
pronounced	pronunciados
pronounced	pronunció
pronounced	pronunciada
pronounced	pronunciadas
discovers	descubre
yeah	si
yeah	sii
yeah	yeah
yeah	sí
withdraw	nos
withdraw	me
withdraw	retirar
withdraw	retiren
withdraw	retira
withdraw	te
withdraw	se
withdraw	retire
withdraw	retirada
withdraw	retirarse
withdraw	retiro
withdraw	retiran
withdraw	os
convert	conviertan
convert	convierta
convert	convierten
convert	convertir
convert	convertimos
convert	convierte
arrive	llegamos
arrive	llega
arrive	llegar
arrive	llegan
arrive	lleguemos
arrive	llegue
arrive	lleguen
arrive	llego
arrive	llegas
consist	consista
consist	consistir
consist	consiste
consist	consisten
publish	publica
publish	publican
publish	publiquen
publish	publicas
publish	publico
publish	publique
publish	publicar
publish	publicamos
assists	asistencias
assists	asiste
travelled	viajó
travelled	viajado
stored	almacenados
stored	almacenaban
stored	almacenaron
stored	almacenó
stored	almacenada
stored	almacenado
stored	almacenadas
stored	almacenaba
departed	partido
departed	partían
departed	partimos
departed	partida
departed	partidas
departed	partió
departed	partía
departed	partieron
departed	partidos
departed	difuntos
earn	gane
earn	ganas
earn	ganen
earn	gano
earn	ganar
earn	ganamos
earn	gana
earn	ganemos
earn	ganan
decorated	decoraron
decorated	decorado
decorated	condecoradas
decorated	condecorados
decorated	decoraba
decorated	decorada
decorated	decoró
decorated	decoraban
decorated	condecorado
decorated	condecorada
decorated	decoradas
decorated	decorados
decorated	condecoró
complicated	complicadas
complicated	complicaban
complicated	complicados
complicated	complicaron
complicated	complicada
complicated	complicó
complicated	complicaba
complicated	complicado
defended	defendida
defended	defendidos
defended	defendió
defended	defendidas
defended	defendía
defended	defendido
defended	defendían
defended	defendí
defended	defendieron
approached	abordada
approached	abordaron
approached	abordados
approached	abordadas
approached	abordaba
approached	abordado
approached	abordaban
approached	abordó
sailed	navegado
sailed	navegaban
sailed	navegaba
sailed	navegaron
sailed	navegó
stolen	robado
stolen	robadas
stolen	robada
stolen	robados
owns	posee
copied	copiados
copied	copiada
copied	copiaron
copied	copiaba
copied	copiado
copied	copiaban
copied	copió
copied	copié
copied	copiadas
handled	manejó
handled	manejaba
handled	manejaban
handled	manejados
handled	manejadas
handled	manejamos
handled	manejada
handled	manejado
handled	manejaron
exhibited	exhibida
exhibited	exhibió
exhibited	expuestas
exhibited	expuesta
exhibited	expuso
exhibited	exhibido
exhibited	expuestos
exhibited	exhibidas
exhibited	exhibieron
exhibited	expuesto
exhibited	exhibían
exhibited	exhibidos
exhibited	expuse
exhibited	exponía
exhibited	expusieron
exhibited	exhibía
exhibited	exponían
investigate	investigue
investigate	investigan
investigate	investiga
investigate	investiguen
investigate	investigar
investigate	investigo
verify	verifique
verify	verifica
verify	verifican
verify	verificar
verify	verificación
verify	verifiquen
discontinued	interrumpido
discontinued	interrumpidas
discontinued	interrumpía
discontinued	interrumpieron
discontinued	interrumpidos
discontinued	interrumpida
discontinued	interrumpió
discontinued	interrumpían
explaining	explicando
explaining	explicar
explaining	explicación
proven	comprobado
proven	comprobada
proven	probado
proven	demostrado
proven	probada
proven	comprobados
proven	comprobadas
proven	demostrada
dying	muriendo
dying	moribundo
dying	morir
focusing	centrándose
focusing	centrando
focusing	centrar
colored	coloreada
colored	coloreadas
colored	coloreado
colored	coloreados
administered	administrada
administered	administradas
administered	administraron
administered	administrados
administered	administró
administered	administraba
administered	administraban
administered	administrado
pushed	empujado
pushed	empujaba
pushed	empujada
pushed	empujaron
pushed	empujaban
pushed	empujadas
pushed	empujó
pushed	empujados
emerging	emergentes
emerging	surgiendo
emerging	emergiendo
emerging	emergente
rescued	rescataba
rescued	rescataron
rescued	rescatados
rescued	rescatado
rescued	rescató
rescued	rescatadas
rescued	rescatada
listen	escuchen
listen	escucho
listen	escuchar
listen	escuchas
listen	escuche
listen	escuchamos
listen	escucha
listen	escuchan
burn	quemadura
burn	burn
burn	arde
burn	queman
burn	quema
burn	queme
burn	quemen
burn	quemas
burn	arder
burn	quemar
burn	arda
burn	arden
remembered	recordados
remembered	recordó
remembered	recordado
remembered	recordaban
remembered	recordé
remembered	recordadas
remembered	recordaron
remembered	recordamos
remembered	recordada
remembered	recordaba
retain	retienen
retain	retén
retain	retener
retain	retenga
prepare	nos
prepare	me
prepare	preparan
prepare	prepara
prepare	preparar
prepare	prepare
prepare	preparo
prepare	te
prepare	se
prepare	prepararse
prepare	prepárate
prepare	preparen
prepare	preparados
prepare	preparación
prepare	os
pitched	lanzada
pitched	lanzado
pitched	lanzaron
pitched	lanzados
pitched	lanzamos
pitched	lanzaba
pitched	lanzó
pitched	lanzaban
pitched	lanzadas
pitched	lancé
dissolved	disueltos
dissolved	disolvieron
dissolved	disolvía
dissolved	disolvió
dissolved	disuelto
dissolved	disueltas
dissolved	disuelta
reveal	revelan
reveal	revelo
reveal	revelar
reveal	revelen
reveal	revela
reveal	revele
connects	conecta
disbanded	disueltos
disbanded	disolvieron
disbanded	disolvía
disbanded	disolvió
disbanded	disuelto
disbanded	disueltas
disbanded	disuelta
pointing	señalando
pointing	apuntando
forcing	obligar
forcing	obligando
forcing	forzando
forcing	forzar
imprisoned	encarceló
imprisoned	encarcelado
imprisoned	encarcelaron
imprisoned	encarcelada
imprisoned	encarcelados
imprisoned	encarceladas
praise	elogiar
praise	alabado
praise	elogian
praise	alabar
praise	alabanzas
praise	elogio
praise	alaba
praise	elogios
praise	elogia
praise	alabanza
praise	alaban
praise	alabo
abolished	suprimió
abolished	abolieron
abolished	suprimían
abolished	suprimieron
abolished	suprimidos
abolished	abolido
abolished	suprimía
abolished	abolió
abolished	suprimido
abolished	suprimidas
abolished	abolía
abolished	abolida
abolished	suprimida
abolished	abolidos
abolished	abolidas
lacks	carece
pull	jalan
pull	tire
pull	jalar
pull	tirar
pull	tira
pull	jala
pull	tiren
pull	jalen
dale	dale
verified	verificado
verified	verificada
verified	verificaron
verified	verificadas
verified	comprobada
verified	comprobado
verified	verificaba
verified	verificados
verified	verificó
verified	comprobados
verified	comprobadas
verified	comprobaron
verified	comprobé
verified	comprobaba
verified	comprobamos
verified	comprobó
defining	definiendo
defining	definir
hosting	hospedaje
hosting	hosting
ignore	ignoro
ignore	ignoran
ignore	ignorar
ignore	ignoren
ignore	ignore
ignore	ignora
ignore	ignoramos
manages	gestiona
manages	administra
gathered	reunió
gathered	reunimos
gathered	reunieron
gathered	reunida
gathered	reunía
gathered	reunidos
gathered	reunían
gathered	reunidas
gathered	reunido
reflected	reflejaron
reflected	reflejaban
reflected	reflejó
reflected	reflejado
reflected	reflejaba
reflected	reflejada
reflected	reflejados
reflected	reflejadas
extending	extender
extending	extendiendo
lectures	ponencias
lectures	charla
lectures	conferencias
lectures	charlas
deceased	fallecidos
deceased	fallecida
deceased	fallecieron
deceased	falleció
deceased	fallecían
deceased	fallecía
deceased	fallecidas
deceased	difuntos
deceased	fallecido
speaks	habla
enrolled	matriculada
enrolled	matriculó
enrolled	matriculados
enrolled	matriculado
enrolled	matricularon
loved	nos
loved	amado
loved	amados
loved	amada
loved	amadas
loved	me
loved	te
loved	amé
loved	amaba
loved	se
loved	os
loved	amó
sustained	sostuvieron
sustained	sostenía
sustained	sostenidas
sustained	sostenían
sustained	sostenido
sustained	sostenida
sustained	sostuvo
sustained	sostenidos
confirm	confirme
confirm	confirma
confirm	confirmo
confirm	confirman
confirm	confirmen
confirm	confirmar
enabled	habilitadas
enabled	activado
enabled	activados
enabled	habilitada
enabled	habilitó
enabled	habilitaron
enabled	activaba
enabled	habilitaba
enabled	activadas
enabled	activó
enabled	activaron
enabled	habilitado
enabled	habilitados
enabled	activada
altered	alteró
altered	alteraron
altered	alteraban
altered	alterados
altered	alterada
altered	alterado
altered	alteradas
altered	alteraba
illustrate	ilustre
illustrate	ilustrar
illustrate	ilustra
illustrate	ilustran
authorized	autorizaron
authorized	autorizado
authorized	autorizados
authorized	autorizó
authorized	autorizaba
authorized	autorizadas
authorized	autorizada
authorized	autorizaban
hide	nos
hide	ocultarse
hide	esconderse
hide	me
hide	esconda
hide	ocultas
hide	oculto
hide	oculten
hide	oculte
hide	te
hide	esconden
hide	se
hide	esconder
hide	esconde
hide	oculta
hide	ocultar
hide	ocultan
hide	os
refuses	rehúsa
refuses	rechaza
marsh	marismas
marsh	pantano
marsh	marsh
delayed	retraso
delayed	retrasada
delayed	retrasados
delayed	retrasaba
delayed	demoraba
delayed	demorado
delayed	demoraron
delayed	retrasado
delayed	retrasadas
delayed	retrasaron
delayed	demoró
delayed	demorada
delayed	retrasó
encountered	tropezó
encountered	tropezaron
encountered	tropezado
agrees	acuerda
paying	pagar
paying	pagando
interpreted	interpretaban
interpreted	interpretada
interpreted	interpretadas
interpreted	interpreté
interpreted	interpretó
interpreted	interpretamos
interpreted	interpretaron
interpreted	interpretados
interpreted	interpretado
interpreted	interpretaba
submit	someto
submit	envíen
submit	presentas
submit	someter
submit	sometan
submit	presentamos
submit	presente
submit	presentan
submit	presentar
submit	presenta
submit	somete
submit	envío
submit	enviamos
submit	enviar
submit	someta
submit	envía
submit	envíe
submit	envían
submit	presento
submit	presenten
submit	someten
desired	desearon
desired	deseadas
desired	deseó
desired	deseada
desired	deseamos
desired	deseados
desired	deseado
desired	deseaban
desired	deseaba
promised	prometían
promised	prometieron
promised	prometidas
promised	prometidos
promised	prometido
promised	prometida
promised	prometió
promised	prometí
promised	prometía
endangered	amenazada
endangered	amenazaba
endangered	amenazó
endangered	amenazadas
endangered	amenazaban
endangered	amenazaron
endangered	amenazados
endangered	peligro
endangered	amenazado
extends	extiende
collapsed	colapsados
collapsed	derrumbadas
collapsed	colapsó
collapsed	derrumbaron
collapsed	colapsada
collapsed	derrumbado
collapsed	colapsado
collapsed	derrumbada
collapsed	colapsaron
collapsed	colapsadas
collapsed	derrumbó
hoping	esperando
imposed	impusieron
imposed	impuestos
imposed	impuestas
imposed	impuso
imposed	imponían
imposed	imponía
imposed	impuesto
imposed	impuesta
confusing	confusas
confusing	confundiendo
confusing	confusa
confusing	confuso
respected	respetaron
respected	respetó
respected	respetada
respected	respetadas
respected	respetados
respected	respetado
respected	respetaban
respected	respetaba
respected	respetamos
centered	centrado
centered	centraban
centered	centramos
centered	centrada
centered	centraron
centered	centró
centered	centradas
centered	centrados
centered	centraba
forget	olviden
forget	olvidan
forget	olvidamos
forget	olvide
forget	olvido
forget	olvidas
forget	olvida
forget	olvidemos
forget	olvidar
implies	implica
implies	insinúa
enable	habilite
enable	activo
enable	active
enable	activar
enable	activan
enable	habilitan
enable	activa
enable	activen
enable	habilita
enable	activas
enable	habilitar
loves	ama
loves	amores
nominate	designe
nominate	designan
nominate	designar
nominate	designa
nominate	designo
striking	llamativo
resumed	reanudada
resumed	reanudado
resumed	reanudaron
resumed	reanudó
satisfy	satisface
satisfy	satisfagan
satisfy	satisfacer
satisfy	satisfaga
satisfy	satisfacen
impressed	impresionó
impressed	impresionados
impressed	impresionaron
impressed	impresionado
impressed	impresionada
maintains	mantiene
enlisted	alistó
enlisted	alistados
enlisted	alistado
enlisted	alistaron
argues	argumenta
prevented	prevenía
prevented	previno
prevented	prevenido
prevented	impedido
prevented	prevenidos
disappeared	desaparecían
disappeared	desaparecidas
disappeared	desaparecidos
disappeared	desaparecida
disappeared	desaparecido
disappeared	desaparecieron
disappeared	desapareció
disappeared	desaparecía
beaten	golpeado
beaten	golpeada
beaten	golpeadas
beaten	golpeados
beaten	vencido
thrown	arrojado
thrown	arrojados
thrown	arrojada
thrown	arrojadas
puts	pone
underlying	subyacente
underlying	subyacentes
cleaned	limpiaba
cleaned	nos
cleaned	limpiado
cleaned	me
cleaned	limpiada
cleaned	limpió
cleaned	te
cleaned	se
cleaned	limpiaban
cleaned	limpiadas
cleaned	limpiaron
cleaned	limpiados
cleaned	os
padding	relleno
padding	rellenando
divorced	divorciados
divorced	nos
divorced	divorciadas
divorced	divorciada
divorced	me
divorced	te
divorced	divorciado
divorced	se
divorced	os
varies	varía
varies	varia
unified	unificado
unified	unificó
unified	unificados
unified	unificaron
unified	unificada
unified	unificadas
unified	unificaba
clarify	clarificar
clarify	aclarar
clarify	aclaran
clarify	aclare
clarify	clarifica
clarify	aclaren
clarify	aclaro
clarify	aclara
admit	admito
admit	admite
admit	admita
admit	admitir
admit	admitimos
admit	admiten
admit	admitan
releasing	soltando
releasing	liberando
recalled	recordados
recalled	recordó
recalled	recordado
recalled	recordaban
recalled	recordé
recalled	recordadas
recalled	recordaron
recalled	recordamos
recalled	recordada
recalled	recordaba
sail	velero
sail	navegan
sail	vela
sail	navegar
sail	navega
celebrate	celebren
celebrate	celebro
celebrate	celebra
celebrate	celebramos
celebrate	celebre
celebrate	celebrar
celebrate	celebran
collaborated	colaboraron
collaborated	colaboraba
collaborated	colaboró
collaborated	colaborado
collaborated	colaboraban
collaborated	colaboramos
drove	conducían
drove	conducía
drove	conduzcan
drove	conducen
drove	conducir
drove	condujo
drove	conduce
drove	condujeron
drove	conduzca
accomplished	cumplían
accomplished	cumplía
accomplished	lograban
accomplished	lograron
accomplished	cumplí
accomplished	cumplieron
accomplished	cumplió
accomplished	cumplidas
accomplished	cumplidos
accomplished	logró
accomplished	logré
accomplished	lograda
accomplished	cumplimos
accomplished	lograba
accomplished	logradas
accomplished	cumplida
accomplished	cumplido
accomplished	logrados
accomplished	logramos
accomplished	logrado
recruited	reclutados
recruited	reclutaba
recruited	reclutó
recruited	reclutaban
recruited	reclutada
recruited	reclutadas
recruited	reclutaron
recruited	reclutado
coordinates	coordina
coordinates	coordenadas
coordinates	coordinadas
finale	final
disabled	desactivados
disabled	desactivado
disabled	discapacitados
disabled	discapacitado
disabled	desactivada
disabled	minusválidos
disabled	desactivó
disabled	desactivadas
joins	une
settle	nos
settle	conformarse
settle	me
settle	te
settle	asentarse
settle	se
settle	os
boeing	boeing
cites	cita
cites	cites
distinguish	distingo
distinguish	distinguimos
distinguish	distinguen
distinguish	distinguir
distinguish	distinga
distinguish	distingan
distinguish	distingue
introduce	introducir
introduce	introducimos
introduce	introduces
introduce	introduce
introduce	introducen
introduce	introduzca
introduce	introduzcan
honored	honradas
honored	honrada
honored	honraba
honored	honrado
honored	honró
honored	honraron
honored	honorable
honored	honrados
deliver	entregar
deliver	entrega
deliver	entrego
deliver	entregan
deliver	entregas
deliver	entreguen
deliver	entregue
threw	tiró
travelling	viajar
travelling	viajando
lasting	duradero
lasting	duradera
automated	automatizado
automated	automatizados
automated	automatizada
automated	automatizadas
obscure	oscura
obscure	oscuro
appreciated	apreciadas
appreciated	apreciado
appreciated	apreciada
appreciated	apreciaba
appreciated	apreciaron
appreciated	apreció
appreciated	apreciaban
appreciated	apreciamos
appreciated	apreciados
activated	activado
activated	activaba
activated	activaron
activated	activados
activated	activada
activated	activadas
activated	activó
varied	variado
varied	variadas
varied	variaron
varied	varió
varied	variaban
varied	variados
varied	variaba
varied	variada
advised	aconsejado
advised	aconsejó
advised	aconsejados
advised	aconsejaron
advised	aconsejaban
advised	aconsejada
advised	aconsejaba
acknowledged	reconocía
acknowledged	reconocidas
acknowledged	reconocieron
acknowledged	reconocida
acknowledged	reconocidos
acknowledged	reconocido
acknowledged	reconocían
acknowledged	reconoció
hitting	bateo
hitting	golpeando
hitting	bateando
hitting	golpear
paste	pego
paste	peguen
paste	pasta
paste	pastar
paste	pastas
paste	pastan
paste	pegas
paste	pegar
paste	pegan
paste	pegue
paste	paste
paste	pega
paste	pasto
believing	creer
believing	creyendo
implement	implemente
implement	implementan
implement	implemento
implement	implementen
implement	implementa
implement	implementar
accommodate	acomodar
accommodate	acomode
accommodate	acomodo
accommodate	acomodan
accommodate	acomoda
crashed	chocaron
crashed	chocaba
crashed	chocaban
crashed	chocó
crashed	estrellado
crashed	estrelló
crashed	chocado
considers	considera
reviewing	revisando
dubbed	doblado
dubbed	nos
dubbed	doblada
dubbed	me
dubbed	doblados
dubbed	apodadas
dubbed	apodaba
dubbed	te
dubbed	apodaban
dubbed	apodada
dubbed	apodados
dubbed	se
dubbed	apodó
dubbed	dobladas
dubbed	apodado
dubbed	apodaron
dubbed	os
spotted	manchadas
spotted	manchada
spotted	descubierto
spotted	vestido
spotted	vestía
spotted	descubrí
spotted	manchado
spotted	vestían
spotted	manchados
spotted	vestida
spotted	descubrió
spotted	descubría
spotted	descubrimos
spotted	vestidos
spotted	visto
spotted	vistió
spotted	descubierta
spotted	descubiertos
spotted	descubrieron
spotted	vestidas
spotted	descubiertas
spotted	vistieron
spotted	descubrían
nominating	designar
nominating	designando
biased	parcial
transformed	transformó
transformed	transformada
transformed	transformados
transformed	transformado
transformed	transformadas
transformed	transformaban
transformed	transformaron
transformed	transformaba
reserved	reservaba
reserved	reservaban
reserved	reservados
reserved	reservado
reserved	reservaron
reserved	reservada
reserved	reservó
reserved	reservadas
forgotten	olvidada
forgotten	olvidados
forgotten	olvidado
forgotten	olvidadas
collecting	coleccionar
collecting	recolección
collecting	coleccionando
trumpet	trompeta
enhanced	nos
enhanced	me
enhanced	mejoradas
enhanced	te
enhanced	mejorados
enhanced	mejorada
enhanced	se
enhanced	mejorado
enhanced	os
measuring	medir
measuring	midiendo
measuring	medición
protecting	protegiendo
protecting	proteger
protecting	protección
nicknamed	apodado
nicknamed	apodadas
nicknamed	apodaba
nicknamed	apodaron
nicknamed	apodaban
nicknamed	apodada
nicknamed	apodados
nicknamed	apodó
redirected	redirigida
redirected	redirigió
redirected	redirigidos
redirected	redirigido
lit	ilumina
lit	ilumine
lit	iluminan
lit	iluminados
lit	iluminaron
lit	encienda
lit	encendidos
lit	enciende
lit	encendidas
lit	encender
lit	iluminada
lit	encendida
lit	encendían
lit	iluminaban
lit	iluminar
lit	encendieron
lit	encendió
lit	encendía
lit	iluminó
lit	iluminaba
lit	encienden
lit	encendido
lit	lit
lit	iluminado
lit	iluminadas
succeed	triunfa
succeed	triunfe
succeed	triunfo
succeed	triunfar
succeed	triunfan
concentrated	concentró
concentrated	concentrada
concentrated	concentradas
concentrated	concentraban
concentrated	concentrado
concentrated	concentrados
concentrated	concentraba
concentrated	concentraron
identifying	identificar
identifying	identificando
wore	llevamos
wore	llevó
wore	llevé
wore	llevaban
wore	llevaron
wore	llevaba
trails	senderos
demanded	exigidas
demanded	exigieron
demanded	exigían
demanded	exigido
demanded	exigidos
demanded	exigía
demanded	exigió
demanded	exigida
demanded	exigimos
throwing	tirando
throwing	lanzando
presenting	presentando
presenting	presentamos
highlights	destacados
highlights	destacadas
highlights	reflejos
highlights	destaca
jumping	saltos
jumping	salto
jumping	saltando
jumping	saltar
ordained	ordenó
ordained	ordenada
ordained	ordenaron
ordained	ordenado
ordained	ordenados
ordained	ordenadas
ordained	ordenaban
ordained	ordenaba
sue	demanden
sue	demandan
sue	demandar
sue	demando
sue	demanda
sue	sue
sue	demande
sue	demandas
differ	difieren
differ	difiere
differ	difiera
differ	difieran
differ	diferir
viewing	visualización
explore	explora
explore	exploran
explore	explore
explore	explorar
occurring	ocurriendo
convince	convence
convince	convencer
convince	convenza
convince	convencen
boarding	abordar
boarding	abordando
boarding	embarcando
boarding	abordaje
boarding	embarcar
boarding	embarque
inhabited	habitaba
inhabited	habitaban
inhabited	habitados
inhabited	habitaron
inhabited	habitado
inhabited	habitamos
inhabited	habitadas
inhabited	habitada
inhabited	habitó
attract	atraiga
attract	atraer
attract	atraen
attract	atrae
feeding	alimentación
feeding	alimentarse
feeding	alimentando
guided	guió
guided	guiaban
guided	guiados
guided	guiaron
guided	guiaba
guided	guiadas
guided	guiada
guided	guiado
happening	ocurriendo
happening	sucediendo
upgraded	nos
upgraded	me
upgraded	mejoradas
upgraded	te
upgraded	mejorados
upgraded	mejorada
upgraded	se
upgraded	mejorado
upgraded	os
marking	marcando
marking	marcado
marking	marcación
casting	casting
casting	colada
casting	fundición
prohibited	prohibió
prohibited	prohibieron
prohibited	prohibían
prohibited	prohibía
prohibited	prohibidas
prohibited	prohibidos
prohibited	prohibido
prohibited	prohibida
tackles	aborda
cleared	despejadas
cleared	despejado
cleared	despejaron
cleared	aclaradas
cleared	aclaró
cleared	aclaraba
cleared	aclarado
cleared	despejó
